property,most_recent,six_month,one_year,five_year
Methylcyclopentane(vol%),2.65,2.76,2.69,2.51
Benzene(vol%),0.54,0.59,0.59,0.61
Cyclohexane(vol%),1.86,2.03,1.93,1.86
Methylcyclohexane(vol%),1.84,1.93,1.82,1.96
Toluene(vol%),0.65,0.66,0.62,0.71
Ethylbenzene(vol%),0.12,0.08,0.07,0.09
m&p-Xylenes(vol%),0.26,0.25,0.24,0.33
o-Xylene(vol%),0.09,0.09,0.08,0.11
"1,2,4-Trimethylbenzene(vol%)",0.11,0.14,0.14,0.17
BTEXTotal(vol%),1.66,1.67,1.59,1.84
