property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.08,0.08,0.07,0.07
Toluene(vol%),0.22,0.22,0.2,0.16
Ethylbenzene(vol%),0.08,0.08,0.08,0.06
Xylenes(vol%),0.33,0.33,0.32,0.24
