property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.17,0.15,0.17,0.16
Toluene(vol%),0.36,0.26,0.34,0.31
Ethylbenzene(vol%),0.05,0.04,0.04,0.04
Xylenes(vol%),0.41,0.28,0.35,0.32
