property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.24,0.22,0.23,0.33
Toluene(vol%),0.7,0.64,0.64,0.94
Ethylbenzene(vol%),0.17,0.16,0.18,0.2
Xylenes(vol%),0.85,0.81,0.83,1.01
