property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.16,0.17,0.19,0.19
Toluene(vol%),0.37,0.38,0.43,0.39
Ethylbenzene(vol%),0.12,0.14,0.15,0.13
Xylenes(vol%),0.47,0.51,0.57,0.5
