property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.52,0.48,0.49,0.41
Toluene(vol%),0.92,0.88,0.82,0.77
Ethylbenzene(vol%),0.4,0.33,0.36,0.28
Xylenes(vol%),0.74,0.68,0.64,0.73
