property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.24,0.22,0.21,0.22
Toluene(vol%),0.66,0.61,0.57,0.62
Ethylbenzene(vol%),0.24,0.23,0.23,0.24
Xylenes(vol%),1.01,0.93,0.89,0.97
