property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.14,0.13,0.14,0.13
Toluene(vol%),0.36,0.27,0.31,0.27
Ethylbenzene(vol%),0.06,0.05,0.06,0.06
Xylenes(vol%),0.41,0.31,0.35,0.3
