property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.27,0.29,0.29,0.25
Toluene(vol%),0.82,0.86,0.88,0.79
Ethylbenzene(vol%),0.23,0.23,0.23,0.2
Xylenes(vol%),1.15,1.16,1.15,1.08
