property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.06,0.06,0.07,0.1
Toluene(vol%),0.26,0.24,0.27,0.36
Ethylbenzene(vol%),0.47,0.43,0.42,0.43
Xylenes(vol%),0.8,0.73,0.73,0.83
