property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.15,0.15,0.14,0.17
Toluene(vol%),0.54,0.54,0.53,0.61
Ethylbenzene(vol%),0.2,0.2,0.21,0.22
Xylenes(vol%),0.74,0.74,0.83,0.91
