property,most_recent,six_month,one_year,five_year
Methylcyclopentane(vol%),2.86,2.63,2.65,2.68
Benzene(vol%),0.65,0.55,0.57,0.6
Cyclohexane(vol%),1.86,1.87,1.91,1.89
Methylcyclohexane(vol%),1.61,1.97,1.87,1.84
Toluene(vol%),0.57,0.58,0.55,0.55
Ethylbenzene(vol%),0.06,0.07,0.05,0.05
m&p-Xylenes(vol%),0.19,0.23,0.19,0.18
o-Xylene(vol%),0.06,0.07,0.06,0.05
"1,2,4-Trimethylbenzene(vol%)",0.05,0.05,0.04,0.04
BTEXTotal(vol%),1.53,1.5,1.42,1.42
