property,most_recent,six_month,one_year,five_year
Methylcyclopentane(vol%),1.25,1.15,1.14,1.16
Benzene(vol%),0.39,0.36,0.36,0.38
Cyclohexane(vol%),1.45,1.38,1.38,1.41
Methylcyclohexane(vol%),3.03,3.0,2.98,3.08
Toluene(vol%),1.37,1.34,1.35,1.43
Ethylbenzene(vol%),0.17,0.17,0.17,0.17
m&p-Xylenes(vol%),1.52,1.53,1.52,1.59
o-Xylene(vol%),0.41,0.42,0.42,0.44
"1,2,4-Trimethylbenzene(vol%)",0.61,0.62,0.61,0.63
BTEXTotal(vol%),3.86,3.83,3.82,4.01
