property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.17,0.15,0.15,0.14
Toluene(vol%),0.33,0.25,0.27,0.24
Ethylbenzene(vol%),0.05,0.04,0.04,0.03
Xylenes(vol%),0.35,0.26,0.29,0.24
