property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.03,0.03,0.04,0.04
Toluene(vol%),0.14,0.12,0.14,0.13
Ethylbenzene(vol%),0.09,0.08,0.08,0.07
Xylenes(vol%),0.29,0.25,0.27,0.25
