property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.05,0.05,0.05,0.05
Toluene(vol%),0.13,0.13,0.13,0.14
Ethylbenzene(vol%),0.05,0.06,0.06,0.07
Xylenes(vol%),0.19,0.23,0.22,0.26
