property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.2,0.17,0.17,0.16
Toluene(vol%),0.34,0.28,0.31,0.3
Ethylbenzene(vol%),0.06,0.04,0.05,0.04
Xylenes(vol%),0.37,0.28,0.32,0.32
