property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.15,0.12,0.13,0.13
Toluene(vol%),0.42,0.28,0.35,0.31
Ethylbenzene(vol%),0.06,0.04,0.06,0.05
Xylenes(vol%),0.49,0.36,0.42,0.35
