property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.81,0.79,0.8,0.77
Toluene(vol%),1.09,1.06,1.07,1.02
Ethylbenzene(vol%),0.62,0.61,0.62,0.57
Xylenes(vol%),0.6,0.58,0.59,0.55
