property,most_recent,six_month,one_year,five_year
Methylcyclopentane(vol%),1.46,1.75,1.67,1.72
Benzene(vol%),0.59,0.54,0.53,0.53
Cyclohexane(vol%),1.81,1.77,1.7,1.68
Methylcyclohexane(vol%),3.8,3.06,3.06,3.11
Toluene(vol%),1.93,1.43,1.46,1.52
Ethylbenzene(vol%),0.19,0.15,0.17,0.19
m&p-Xylenes(vol%),1.72,1.27,1.32,1.41
o-Xylene(vol%),0.44,0.35,0.36,0.39
"1,2,4-Trimethylbenzene(vol%)",0.52,0.47,0.45,0.51
BTEXTotal(vol%),4.87,3.73,3.84,4.04
