property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.2,0.17,0.18,0.17
Toluene(vol%),0.38,0.31,0.34,0.33
Ethylbenzene(vol%),0.06,0.04,0.05,0.04
Xylenes(vol%),0.43,0.34,0.38,0.34
