property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.15,0.12,0.13,0.1
Toluene(vol%),0.32,0.24,0.28,0.23
Ethylbenzene(vol%),0.1,0.07,0.09,0.07
Xylenes(vol%),0.35,0.28,0.34,0.3
