property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.11,0.09,0.1,0.1
Toluene(vol%),0.23,0.17,0.2,0.22
Ethylbenzene(vol%),0.07,0.06,0.07,0.07
Xylenes(vol%),0.31,0.24,0.28,0.28
