property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.1,0.09,0.09,0.07
Toluene(vol%),0.23,0.2,0.21,0.17
Ethylbenzene(vol%),0.11,0.12,0.12,0.12
Xylenes(vol%),0.35,0.32,0.33,0.28
