property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.13,0.11,0.13,0.13
Toluene(vol%),0.28,0.22,0.27,0.27
Ethylbenzene(vol%),0.06,0.06,0.08,0.06
Xylenes(vol%),0.3,0.25,0.31,0.31
