property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.12,0.12,0.12,0.09
Toluene(vol%),0.22,0.22,0.22,0.19
Ethylbenzene(vol%),0.06,0.06,0.06,0.05
Xylenes(vol%),0.32,0.32,0.32,0.27
