property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.18,0.3,0.25,0.1
Toluene(vol%),0.5,0.86,0.72,0.31
Ethylbenzene(vol%),0.15,0.16,0.14,0.13
Xylenes(vol%),0.71,1.1,0.91,0.56
