property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.04,0.04,0.06,0.08
Toluene(vol%),0.12,0.12,0.16,0.19
Ethylbenzene(vol%),0.01,0.01,0.03,0.07
Xylenes(vol%),0.22,0.22,0.25,0.27
