property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.24,0.24,0.24,0.27
Toluene(vol%),0.79,0.75,0.77,0.86
Ethylbenzene(vol%),0.23,0.23,0.23,0.25
Xylenes(vol%),1.25,1.18,1.19,1.31
