property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.29,0.3,0.3,0.28
Toluene(vol%),0.91,0.93,0.91,0.87
Ethylbenzene(vol%),0.25,0.24,0.25,0.24
Xylenes(vol%),1.36,1.36,1.3,1.23
