property,most_recent,six_month,one_year,five_year
Methylcyclopentane(vol%),2.15,2.02,1.92,1.88
Benzene(vol%),1.13,0.96,0.85,0.82
Cyclohexane(vol%),1.98,1.9,1.82,1.79
Methylcyclohexane(vol%),3.78,3.82,3.7,3.36
Toluene(vol%),3.58,3.02,2.78,2.32
Ethylbenzene(vol%),0.36,0.31,0.3,0.27
m&p-Xylenes(vol%),3.08,2.6,2.39,1.89
o-Xylene(vol%),0.91,0.74,0.58,0.52
"1,2,4-Trimethylbenzene(vol%)",0.71,0.67,0.66,0.58
BTEXTotal(vol%),9.06,7.63,6.91,5.82
