property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.18,0.17,0.17,0.17
Toluene(vol%),0.37,0.31,0.34,0.33
Ethylbenzene(vol%),0.05,0.04,0.05,0.04
Xylenes(vol%),0.4,0.33,0.36,0.33
