property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.19,0.19,0.17,0.17
Toluene(vol%),0.67,0.67,0.63,0.61
Ethylbenzene(vol%),0.23,0.23,0.25,0.24
Xylenes(vol%),1.14,1.14,1.06,0.98
