property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.17,0.17,0.16,0.15
Toluene(vol%),0.42,0.41,0.42,0.38
Ethylbenzene(vol%),0.18,0.18,0.18,0.16
Xylenes(vol%),0.58,0.59,0.61,0.54
