property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.15,0.13,0.14,0.12
Toluene(vol%),0.35,0.29,0.32,0.28
Ethylbenzene(vol%),0.08,0.05,0.06,0.05
Xylenes(vol%),0.43,0.33,0.36,0.33
