property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.03,0.08,0.08,0.08
Toluene(vol%),0.1,0.17,0.17,0.22
Ethylbenzene(vol%),0.05,0.07,0.07,0.09
Xylenes(vol%),0.2,0.26,0.26,0.34
