property,most_recent,six_month,one_year,five_year
Methylcyclopentane(vol%),2.49,2.55,2.44,2.22
Benzene(vol%),0.6,0.69,0.7,0.73
Cyclohexane(vol%),1.89,2.02,1.96,1.93
Methylcyclohexane(vol%),2.12,2.29,2.4,2.54
Toluene(vol%),0.82,0.94,1.01,1.14
Ethylbenzene(vol%),0.11,0.11,0.12,0.13
m&p-Xylenes(vol%),0.48,0.51,0.58,0.68
o-Xylene(vol%),0.15,0.16,0.18,0.2
"1,2,4-Trimethylbenzene(vol%)",0.2,0.21,0.22,0.27
BTEXTotal(vol%),2.16,2.41,2.58,2.89
