property,most_recent,six_month,one_year,five_year
Benzene(vol%),0.21,0.18,0.18,0.17
Toluene(vol%),0.47,0.38,0.39,0.34
Ethylbenzene(vol%),0.06,0.05,0.05,0.05
Xylenes(vol%),0.44,0.35,0.37,0.34
