percentage,recent_C,5_year_C,recent_F,5_year_F
IBP,33.4,17.5,92.1,63.5
5,52.2,46.6,126.0,115.9
10,107.2,113.0,225.0,235.4
20,236.4,249.1,457.5,480.4
30,320.4,328.4,608.7,623.1
40,390.1,395.2,734.2,743.4
50,454.8,458.7,850.6,857.7
60,524.9,531.0,976.8,987.8
70,608.6,613.8,"1,127.5","1,136.8"
80,698.6,700.8,"1,289.5","1,293.4"
90,---,---,---,---
95,---,---,---,---
99,---,---,---,---
