property,most_recent,six_month,one_year,five_year
Density(kg/m³),825.1,818.7,819.3,820.4
Gravity(°API),39.9,41.2,41.1,40.8
Sulphur(wt%),0.41,0.35,0.38,0.33
MicroCarbonResidue(wt%),1.9,1.7,1.74,1.65
Nickel(mg/kg),4.5,3.8,4.0,3.3
Vanadium(mg/kg),9.6,8.1,8.7,7.0
