property,most_recent,six_month,one_year,five_year
Density(kg/m³),923.8,932.0,928.7,929.4
Gravity(°API),21.5,20.2,20.7,20.6
Sulphur(wt%),3.96,4.05,3.97,3.96
MicroCarbonResidue(wt%),9.10,9.32,9.18,8.97
Sediment(ppmw),---,44.0,83.0,69.0
TotalAcidNumber(mgKOH/g),2.00,2.14,2.06,2.16
Salt(ptb),---,3.4,3.4,4.1
Nickel(mg/kg),53.7,55.0,53.7,51.3
Vanadium(mg/kg),141.0,142.2,140.1,136.2
