property,most_recent,six_month,one_year,five_year
Density(kg/m³),871.0,859.5,859.0,861.3
Gravity(°API),30.8,33.0,33.1,32.6
Sulphur(wt%),0.19,0.19,0.18,0.18
MicroCarbonResidue(wt%),ND,ND,ND,ND
