property,most_recent,six_month,one_year,five_year
Density(kg/m³),921.2,923.2,921.5,921.3
Gravity(°API),22.0,21.7,21.9,22.0
Sulphur(wt%),3.50,3.5,3.45,3.36
MicroCarbonResidue(wt%),9.60,9.71,9.68,9.69
Sediment(ppmw),---,280.0,219.0,179.0
TotalAcidNumber(mgKOH/g),0.80,0.82,0.76,0.68
Salt(ptb),---,5.4,7.0,6.6
Nickel(mg/kg),50.9,51.4,50.4,47.8
Vanadium(mg/kg),126.0,125.7,121.2,111.3
