property,most_recent,six_month,one_year,five_year
Density(kg/m³),929.8,933.0,932.4,931.7
Gravity(°API),20.6,20.1,20.2,20.3
Sulphur(wt%),2.86,2.94,2.96,3.04
MicroCarbonResidue(wt%),7.60,7.87,7.90,8.10
Sediment(ppmw),---,---,---,70
TotalAcidNumber(mgKOH/g),1.38,1.49,1.47,1.48
Salt(ptb),---,---,---,3.1
Nickel(mg/kg),49.0,52.0,53.2,55.3
Vanadium(mg/kg),129.0,137.3,138.3,142.5
Olefins(wt%),---,---,---,ND
