property,most_recent,six_month,one_year,five_year
Density(kg/m³),918.4,927.2,922.5,923.5
Gravity(°API),22.4,21.0,21.8,21.6
Sulphur(wt%),3.70,3.80,3.72,3.69
MicroCarbonResidue(wt%),10.20,10.46,10.19,10.27
Sediment(ppmw),---,---,30.0,76.0
TotalAcidNumber(mgKOH/g),1.16,1.21,1.24,1.34
Salt(ptb),---,---,3.5,3.0
Nickel(mg/kg),58.7,60.5,59.5,59.9
Vanadium(mg/kg),149.0,155.0,152.5,153.0
