property,most_recent,six_month,one_year,five_year
Density(kg/m³),922.6,929.5,926.8,927.7
Gravity(°API),21.7,20.6,21.0,20.9
Sulphur(wt%),3.62,3.72,3.66,3.64
MicroCarbonResidue(wt%),9.80,10.01,9.79,9.72
Sediment(ppmw),---,221.0,192.0,200.0
TotalAcidNumber(mgKOH/g),0.97,0.97,0.9,1.0
Salt(ptb),---,11.0,12.5,14.0
Nickel(mg/kg),53.4,55.4,54.9,54.2
Vanadium(mg/kg),129.0,134.1,133.2,131.0
