property,most_recent,six_month,one_year,five_year
Density(kg/m³),933.9,936.0,932.2,927.6
Gravity(°API),19.9,19.5,20.2,20.9
Sulphur(wt%),4.77,4.71,4.56,4.6
MicroCarbonResidue(wt%),9.4,9.3,9.11,9.14
Sediment(ppmw),158.0,237.0,227.0,185.0
TotalAcidNumber(mgKOH/g),1.37,1.5,1.53,1.93
Salt(ptb),10.6,10.1,9.2,11.1
Nickel(mg/kg),60.0,54.7,53.6,51.9
Vanadium(mg/kg),164.0,150.0,143.7,143.4
