property,most_recent,six_month,one_year,five_year
Density(kg/m³),921.3,928.1,925.2,925.4
Gravity(°API),22.0,20.9,21.3,21.3
Sulphur(wt%),3.60,3.7,3.63,3.68
MicroCarbonResidue(wt%),10.10,10.47,10.43,10.28
Sediment(ppmw),---,137.0,166.0,122.0
TotalAcidNumber(mgKOH/g),1.02,1.03,1.04,1.14
Salt(ptb),---,5.9,5.8,5.1
Nickel(mg/kg),57.4,60.0,59.2,59.3
Vanadium(mg/kg),144.0,149.1,146.1,149.1
