property,most_recent,six_month,one_year,five_year
Density(kg/m³),813.5,813.5,820.9,820.9
Gravity(°API),42.3,42.3,40.7,40.7
Sulphur(wt%),0.36,0.36,0.39,0.32
MicroCarbonResidue(wt%),1.3,1.3,1.42,1.45
Nickel(mg/kg),3.1,3.1,3.3,3.1
Vanadium(mg/kg),6.7,6.7,6.2,5.0
