property,most_recent,six_month,one_year,five_year
Density(kg/m³),735.0,751.1,754.2,754.2
Gravity(°API),60.8,56.7,56.0,56.0
Sulphur(wt%),0.06,0.09,0.09,0.09
MicroCarbonResidue(wt%),0.22,0.1,0.15,0.15
Viscosity@7.5°C(cSt),1.05,1.2,1.09,1.09
Sediment(ppmw),109.0,159.0,122.0,122.0
