property,most_recent,six_month,one_year,five_year
Density(kg/m³),927.7,932.3,929.2,930.6
Gravity(°API),20.9,20.2,20.7,20.4
Sulphur(wt%),4.17,4.24,4.17,4.09
MicroCarbonResidue(wt%),8.9,8.65,8.47,8.5
Sediment(ppmw),168.0,157.0,116.0,121.0
TotalAcidNumber(mgKOH/g),0.71,0.89,0.89,0.9
Salt(ptb),10.9,9.7,8.0,8.5
Nickel(mg/kg),54.0,51.1,50.1,50.0
Vanadium(mg/kg),146.0,137.8,137.6,134.0
