property,most_recent,six_month,one_year,five_year
Density(kg/m³),852.6,854.4,852.8,844.2
Gravity(°API),34.3,34.0,34.3,36.0
Sulphur(wt%),1.72,1.64,1.6,1.4
MicroCarbonResidue(wt%),5.6,5.73,4.97,4.57
Nickel(mg/kg),30.8,25.8,21.7,17.1
Vanadium(mg/kg),72.8,60.4,52.5,41.4
