property,most_recent,six_month,one_year,five_year
Density(kg/m³),924.0,930.0,926.5,926.0
Gravity(°API),21.5,20.6,21.1,21.2
Sulphur(wt%),3.75,3.78,3.68,3.75
MicroCarbonResidue(wt%),9.8,10.17,9.71,9.9
Sediment(ppmw),86.0,116.0,103.0,160.0
TotalAcidNumber(mgKOH/g),2.08,2.31,2.23,2.31
Salt(ptb),3.6,6.2,6.6,6.1
Nickel(mg/kg),58.7,61.1,60.7,59.6
Vanadium(mg/kg),151.0,159.2,157.3,157.1
