property,most_recent,six_month,one_year,five_year
Density(kg/m³),827.3,828.5,827.9,826.5
Gravity(°API),39.4,39.2,39.3,39.6
Sulphur(wt%),0.43,0.43,0.42,0.43
MicroCarbonResidue(wt%),2.5,2.36,2.31,2.27
Nickel(mg/kg),5.3,5.5,5.4,5.2
Vanadium(mg/kg),7.6,8.6,8.0,7.9
