property,most_recent,six_month,one_year,five_year
Density(kg/m³),831.1,832.4,832.4,830.1
Gravity(°API),38.6,38.4,38.3,38.8
Sulphur(wt%),0.41,0.41,0.37,0.36
MicroCarbonResidue(wt%),2.40,2.13,2.06,1.94
Nickel(mg/kg),4.5,4.8,4.4,4.0
Vanadium(mg/kg),7.2,8.3,7.0,6.3
Olefins(wt%),---,ND,ND,ND
