property,most_recent,six_month,one_year,five_year
Density(kg/m³),841.8,840.5,841.9,844.1
Gravity(°API),36.4,36.7,36.4,36.0
Sulphur(wt%),0.77,0.76,0.78,1.04
MicroCarbonResidue(wt%),2.5,2.5,2.57,2.57
Nickel(mg/kg),10.0,10.5,10.2,10.8
Vanadium(mg/kg),28.0,30.0,29.8,31.5
