property,most_recent,six_month,one_year,five_year
Density(kg/m³),934.0,934.0,932.4,932.1
Gravity(°API),19.9,19.9,20.2,20.2
Sulphur(wt%),2.98,2.98,3.07,3.11
MicroCarbonResidue(wt%),7.50,7.50,7.05,7.95
Sediment(ppmw),---,---,---,159
TotalAcidNumber(mgKOH/g),1.62,1.62,1.56,1.62
Salt(ptb),---,---,---,7.2
Nickel(mg/kg),41.5,41.5,43.0,49.8
Vanadium(mg/kg),114.0,114.0,121.5,132.1
Olefins(wt%),---,---,---,ND
