property,most_recent,six_month,one_year,five_year
Density(kg/m³),923.8,924.1,923.9,927.8
Gravity(°API),21.5,21.5,21.5,20.9
Sulphur(wt%),2.77,2.86,2.81,3.05
MicroCarbonResidue(wt%),8.30,8.15,8.0,8.34
Sediment(ppmw),---,383.0,378.0,346.0
TotalAcidNumber(mgKOH/g),0.52,0.57,0.54,0.72
Salt(ptb),---,37.0,34.5,40.9
Nickel(mg/kg),37.6,38.5,36.3,39.4
Vanadium(mg/kg),81.0,78.6,74.5,85.2
