property,most_recent,six_month,one_year,five_year
Density(kg/m³),822.6,824.3,823.1,823.5
Gravity(°API),40.4,40.1,40.3,40.2
Sulphur(wt%),0.65,0.68,0.66,0.64
MicroCarbonResidue(wt%),1.3,1.4,1.3,1.12
Nickel(mg/kg),6.0,5.5,5.0,3.4
Vanadium(mg/kg),18.0,16.5,15.0,9.9
