property,most_recent,six_month,one_year,five_year
Density(kg/m³),809.1,806.0,807.7,808.7
Gravity(°API),43.2,43.9,43.5,43.3
Sulphur(wt%),0.35,0.44,0.45,0.42
MicroCarbonResidue(wt%),0.9,1.13,1.13,1.14
Nickel(mg/kg),2.2,2.8,2.6,2.3
Vanadium(mg/kg),4.6,6.7,6.4,6.0
