property,most_recent,six_month,one_year,five_year
Density(kg/m³),915.2,922.0,919.8,921.7
Gravity(°API),23.0,21.9,22.2,21.9
Sulphur(wt%),3.86,3.98,3.86,3.84
MicroCarbonResidue(wt%),10.2,10.66,10.51,10.56
Sediment(ppmw),89.0,99.0,89.0,100.0
TotalAcidNumber(mgKOH/g),1.48,1.58,1.53,1.64
Salt(ptb),4.1,3.7,3.5,4.1
Nickel(mg/kg),67.6,67.2,66.8,66.7
Vanadium(mg/kg),167.0,171.6,169.9,170.8
