property,most_recent,six_month,one_year,five_year
Density(kg/m³),842.5,839.0,837.3,836.5
Gravity(°API),36.3,37.0,37.3,37.5
Sulphur(wt%),0.48,0.4,0.32,0.24
MicroCarbonResidue(wt%),2.9,2.63,2.45,2.27
Nickel(mg/kg),7.2,6.1,5.2,4.0
Vanadium(mg/kg),10.6,9.4,6.8,4.0
