property,most_recent,six_month,one_year,five_year
Density(kg/m³),915.8,927.7,924.7,926.2
Gravity(°API),22.9,20.9,21.4,21.2
Sulphur(wt%),3.40,3.48,3.4,3.47
MicroCarbonResidue(wt%),9.50,9.73,9.53,9.6
Sediment(ppmw),---,279.0,225.0,244.0
TotalAcidNumber(mgKOH/g),0.66,0.73,0.71,0.85
Salt(ptb),---,13.9,16.4,18.6
Nickel(mg/kg),50.6,50.8,50.7,51.2
Vanadium(mg/kg),105.0,107.7,105.5,110.6
