property,most_recent,six_month,one_year,five_year
Density(kg/m³),842.1,841.2,837.7,831.6
Gravity(°API),36.4,36.6,37.3,38.5
Sulphur(wt%),1.04,1.06,0.92,0.96
MicroCarbonResidue(wt%),3.7,3.69,3.33,3.26
Nickel(mg/kg),11.1,10.8,9.4,11.8
Vanadium(mg/kg),25.3,24.8,21.6,29.9
